accident_id,city,state,latitude,longitude,date,time,hour,day_of_week,is_weekend,road_type,lanes,traffic_signal,weather,visibility,temperature,traffic_density,cause,accident_severity,vehicles_involved,casualties,is_peak_hour,festival,risk_score
1426,Bangalore,Karnataka,12.820049,77.50684,2024-08-05,16:00,16,Monday,0,highway,4,1,fog,low,37,high,drunk driving,major,1,0,0,None,0.65
1428,Bangalore,Karnataka,13.00445,77.553172,2022-04-21,12:00,12,Thursday,0,urban,4,1,fog,low,23,high,drunk driving,minor,3,0,0,None,0.65
1447,Bangalore,Karnataka,12.94654,77.432722,2025-02-23,4:00,4,Sunday,1,highway,1,0,fog,low,38,low,drunk driving,minor,4,0,0,None,0.45
1456,Bangalore,Karnataka,13.026312,77.549313,2024-11-29,19:00,19,Friday,0,urban,6,0,fog,low,25,high,poor road,fatal,1,1,1,None,1.0
1475,Bangalore,Karnataka,12.858383,77.598182,2022-06-17,13:00,13,Friday,0,rural,2,1,clear,high,22,low,poor road,major,3,1,0,None,0.1
1503,Bangalore,Karnataka,12.858552,77.591868,2023-12-10,2:00,2,Sunday,1,rural,3,1,fog,low,19,low,overspeeding,minor,4,2,0,None,0.45
1518,Bangalore,Karnataka,12.906289,77.720545,2024-01-10,17:00,17,Wednesday,0,rural,6,0,rain,low,26,medium,poor road,major,2,2,1,None,0.6
1531,Bangalore,Karnataka,12.940118,77.64964,2024-10-20,12:00,12,Sunday,1,highway,6,0,clear,high,28,low,distraction,major,3,3,0,None,0.1
1533,Bangalore,Karnataka,12.949439,77.690555,2022-11-01,10:00,10,Tuesday,0,highway,1,1,clear,high,36,high,overspeeding,minor,5,3,1,None,0.45
1534,Bangalore,Karnataka,12.840671,77.523402,2024-05-04,3:00,3,Saturday,1,urban,4,0,fog,low,25,low,overspeeding,fatal,2,2,0,None,0.65
1537,Bangalore,Karnataka,12.88852,77.77881,2023-12-13,6:00,6,Wednesday,0,rural,5,1,clear,high,16,medium,poor road,minor,4,0,0,None,0.1
1539,Bangalore,Karnataka,12.862248,77.71708,2023-12-14,12:00,12,Thursday,0,highway,3,1,rain,medium,37,low,poor road,minor,3,0,0,None,0.25
1547,Bangalore,Karnataka,13.162858,77.759488,2024-07-07,15:00,15,Sunday,1,highway,6,1,rain,medium,38,medium,drunk driving,minor,4,2,0,None,0.25
1559,Bangalore,Karnataka,12.964513,77.438903,2022-04-12,21:00,21,Tuesday,0,rural,1,0,fog,low,31,high,overspeeding,fatal,3,3,0,None,0.85
1563,Bangalore,Karnataka,12.894677,77.634391,2022-09-15,12:00,12,Thursday,0,urban,4,1,clear,high,26,medium,overspeeding,fatal,4,4,0,None,0.3
1574,Bangalore,Karnataka,13.137044,77.70214,2023-04-26,21:00,21,Wednesday,0,rural,4,0,fog,low,39,low,overspeeding,major,2,0,0,None,0.45
1581,Bangalore,Karnataka,12.935164,77.575086,2024-03-16,5:00,5,Saturday,1,highway,6,1,rain,medium,39,low,overspeeding,minor,3,3,0,None,0.25
1590,Bangalore,Karnataka,12.949564,77.636597,2024-08-05,9:00,9,Monday,0,rural,5,1,rain,low,38,high,distraction,major,3,0,1,None,0.8
1602,Bangalore,Karnataka,12.913244,77.774022,2025-03-13,3:00,3,Thursday,0,highway,6,1,fog,low,15,low,weather,fatal,5,5,0,None,0.65
1622,Bangalore,Karnataka,13.156868,77.684167,2023-07-11,22:00,22,Tuesday,0,highway,4,0,fog,low,33,medium,drunk driving,minor,4,2,0,None,0.45
1624,Bangalore,Karnataka,12.822297,77.781457,2023-10-06,23:00,23,Friday,0,highway,2,0,rain,low,21,high,overspeeding,minor,2,0,0,None,0.65
1634,Bangalore,Karnataka,13.157362,77.40641,2022-04-11,16:00,16,Monday,0,rural,4,1,rain,medium,40,medium,distraction,minor,5,1,0,None,0.25
1639,Bangalore,Karnataka,12.821997,77.685033,2024-08-27,22:00,22,Tuesday,0,urban,3,0,rain,low,29,low,drunk driving,minor,5,0,0,None,0.45
1653,Bangalore,Karnataka,12.810337,77.634336,2024-05-07,15:00,15,Tuesday,0,highway,3,1,clear,high,29,medium,overspeeding,major,4,1,0,None,0.1
1659,Bangalore,Karnataka,12.901645,77.781522,2022-11-01,23:00,23,Tuesday,0,highway,6,1,fog,low,18,medium,drunk driving,minor,2,1,0,None,0.45
1666,Bangalore,Karnataka,12.958536,77.439465,2023-06-10,22:00,22,Saturday,1,highway,1,1,clear,high,17,medium,overspeeding,minor,2,1,0,None,0.1
1678,Bangalore,Karnataka,12.979655,77.401502,2023-06-05,21:00,21,Monday,0,highway,3,0,fog,low,29,medium,weather,minor,1,1,0,None,0.45
1685,Bangalore,Karnataka,12.892489,77.747904,2022-01-26,7:00,7,Wednesday,0,urban,5,1,clear,high,16,low,weather,fatal,4,4,0,None,0.3
1691,Bangalore,Karnataka,12.960186,77.615439,2023-02-25,19:00,19,Saturday,1,highway,4,1,clear,high,21,high,poor road,minor,3,2,1,None,0.45
1692,Bangalore,Karnataka,13.188976,77.784255,2024-09-11,5:00,5,Wednesday,0,urban,2,1,rain,low,33,low,weather,fatal,5,5,0,None,0.65
1696,Bangalore,Karnataka,12.900012,77.652917,2024-12-02,15:00,15,Monday,0,rural,3,0,clear,high,17,high,weather,fatal,4,4,0,None,0.5
1701,Bangalore,Karnataka,13.065401,77.594858,2022-08-02,8:00,8,Tuesday,0,rural,6,0,fog,low,28,high,weather,minor,5,1,1,None,0.8
1722,Bangalore,Karnataka,13.069503,77.76346,2022-04-09,15:00,15,Saturday,1,rural,2,1,fog,low,35,low,overspeeding,minor,5,1,0,None,0.45
1730,Bangalore,Karnataka,13.015905,77.672318,2024-09-18,0:00,0,Wednesday,0,urban,3,1,clear,high,24,low,overspeeding,minor,2,1,0,None,0.1
1740,Bangalore,Karnataka,12.828241,77.742766,2024-12-24,14:00,14,Tuesday,0,highway,1,0,rain,low,21,medium,drunk driving,minor,4,2,0,None,0.45
1743,Bangalore,Karnataka,13.145792,77.577918,2023-03-30,13:00,13,Thursday,0,urban,2,1,clear,high,40,high,poor road,fatal,3,3,0,None,0.5
1752,Bangalore,Karnataka,12.990773,77.567592,2025-03-29,17:00,17,Saturday,1,highway,3,1,clear,high,16,high,distraction,minor,3,2,1,None,0.45
1758,Bangalore,Karnataka,13.003207,77.452938,2025-01-14,20:00,20,Tuesday,0,rural,5,0,fog,low,32,low,drunk driving,major,2,2,0,None,0.45
1765,Bangalore,Karnataka,13.177389,77.691824,2023-10-11,2:00,2,Wednesday,0,urban,5,0,clear,high,17,low,drunk driving,major,5,2,0,None,0.1
1769,Bangalore,Karnataka,12.872204,77.622179,2025-02-02,2:00,2,Sunday,1,urban,2,1,rain,low,16,low,drunk driving,major,2,0,0,None,0.45
1770,Bangalore,Karnataka,12.861562,77.46636,2023-06-20,4:00,4,Tuesday,0,highway,5,1,clear,high,37,high,drunk driving,minor,1,0,0,None,0.3
1774,Bangalore,Karnataka,12.941383,77.415798,2022-03-31,3:00,3,Thursday,0,rural,1,0,rain,medium,17,low,poor road,minor,3,3,0,None,0.25
1780,Bangalore,Karnataka,13.023377,77.65737,2024-07-25,19:00,19,Thursday,0,urban,2,0,fog,low,17,high,weather,minor,5,4,1,None,0.8
1796,Bangalore,Karnataka,13.10672,77.779038,2023-07-14,6:00,6,Friday,0,rural,3,1,clear,high,35,medium,drunk driving,minor,3,2,0,None,0.1
1804,Bangalore,Karnataka,13.154641,77.483143,2023-03-06,6:00,6,Monday,0,rural,3,0,fog,low,23,high,overspeeding,minor,4,2,0,None,0.65
1816,Bangalore,Karnataka,12.853215,77.79157,2024-03-04,13:00,13,Monday,0,rural,5,1,clear,high,26,medium,weather,major,1,1,0,None,0.1
1828,Bangalore,Karnataka,12.845921,77.432519,2022-09-06,18:00,18,Tuesday,0,rural,4,0,rain,low,40,low,poor road,minor,4,1,1,None,0.6
1855,Bangalore,Karnataka,13.066777,77.684146,2024-02-11,1:00,1,Sunday,1,urban,3,1,fog,low,23,high,weather,minor,4,4,0,None,0.65
1862,Bangalore,Karnataka,13.122319,77.407799,2024-04-05,10:00,10,Friday,0,urban,4,1,rain,medium,24,high,overspeeding,minor,5,0,1,None,0.6
1882,Bangalore,Karnataka,12.900394,77.778303,2023-07-15,4:00,4,Saturday,1,highway,2,0,rain,medium,33,low,distraction,fatal,5,5,0,None,0.45
1892,Bangalore,Karnataka,12.900053,77.599742,2024-10-01,1:00,1,Tuesday,0,rural,1,0,rain,low,33,low,drunk driving,minor,3,2,0,None,0.45
1896,Bangalore,Karnataka,12.971636,77.601315,2023-05-12,13:00,13,Friday,0,urban,5,0,rain,low,18,high,poor road,major,2,0,0,None,0.65
1910,Bangalore,Karnataka,13.1208,77.797364,2022-04-27,14:00,14,Wednesday,0,highway,4,1,rain,low,24,low,distraction,major,3,0,0,None,0.45
1915,Bangalore,Karnataka,12.906799,77.78078,2024-06-25,22:00,22,Tuesday,0,highway,4,0,fog,low,21,high,weather,minor,1,1,0,None,0.65
1927,Bangalore,Karnataka,13.030381,77.781378,2024-01-09,19:00,19,Tuesday,0,urban,5,1,clear,high,31,high,distraction,minor,5,2,1,None,0.45
1935,Bangalore,Karnataka,13.013782,77.421844,2022-05-21,23:00,23,Saturday,1,highway,2,1,rain,medium,15,medium,weather,minor,1,1,0,None,0.25
1939,Bangalore,Karnataka,13.040467,77.75418,2023-11-14,9:00,9,Tuesday,0,highway,4,1,rain,medium,23,high,weather,fatal,3,3,1,None,0.8
1940,Bangalore,Karnataka,12.999764,77.539969,2023-10-25,6:00,6,Wednesday,0,rural,2,1,clear,high,40,low,weather,major,5,1,0,None,0.1
1942,Bangalore,Karnataka,13.035152,77.669351,2025-02-15,1:00,1,Saturday,1,rural,6,0,rain,medium,28,low,distraction,minor,2,0,0,None,0.25
1943,Bangalore,Karnataka,13.068411,77.74073,2023-11-14,10:00,10,Tuesday,0,highway,4,0,rain,medium,21,high,distraction,minor,5,0,1,None,0.6
1952,Bangalore,Karnataka,13.172311,77.683283,2022-12-02,22:00,22,Friday,0,rural,3,1,rain,low,35,low,overspeeding,minor,4,2,0,None,0.45
1953,Bangalore,Karnataka,12.849759,77.572227,2022-03-27,19:00,19,Sunday,1,rural,4,1,fog,low,25,high,distraction,fatal,4,4,1,None,1.0
1960,Bangalore,Karnataka,13.086749,77.593973,2023-08-23,5:00,5,Wednesday,0,rural,2,0,fog,low,15,medium,drunk driving,minor,2,2,0,None,0.45
1961,Bangalore,Karnataka,12.96331,77.507137,2025-03-22,18:00,18,Saturday,1,urban,5,1,rain,medium,32,high,poor road,minor,3,1,1,None,0.6
1972,Bangalore,Karnataka,12.842907,77.560136,2025-01-30,21:00,21,Thursday,0,highway,6,0,fog,low,22,low,drunk driving,major,4,2,0,None,0.45
1978,Bangalore,Karnataka,13.069855,77.535862,2023-02-23,2:00,2,Thursday,0,rural,2,0,clear,high,21,low,weather,major,1,0,0,None,0.1
1991,Bangalore,Karnataka,13.168869,77.633779,2022-09-29,22:00,22,Thursday,0,urban,1,1,fog,low,24,low,drunk driving,minor,3,2,0,None,0.45
1995,Bangalore,Karnataka,13.164022,77.723928,2024-05-03,15:00,15,Friday,0,urban,2,0,fog,low,19,low,overspeeding,minor,2,1,0,None,0.45
2004,Bangalore,Karnataka,13.099926,77.602399,2023-03-29,5:00,5,Wednesday,0,urban,3,1,clear,high,22,high,distraction,minor,3,2,0,None,0.3
2005,Bangalore,Karnataka,13.154509,77.592087,2024-05-08,9:00,9,Wednesday,0,highway,5,1,fog,low,36,medium,distraction,minor,5,5,1,None,0.6
2026,Bangalore,Karnataka,12.832645,77.723142,2025-02-02,9:00,9,Sunday,1,rural,2,0,fog,low,21,high,drunk driving,major,4,1,1,None,0.8
2027,Bangalore,Karnataka,13.069278,77.653961,2024-03-15,0:00,0,Friday,0,rural,5,1,rain,low,34,low,overspeeding,major,4,1,0,None,0.45
2037,Bangalore,Karnataka,13.020686,77.707288,2024-08-01,4:00,4,Thursday,0,urban,6,0,fog,low,28,low,weather,minor,5,1,0,None,0.45
2045,Bangalore,Karnataka,13.186306,77.539179,2022-02-18,10:00,10,Friday,0,highway,3,1,rain,low,23,high,distraction,fatal,4,4,1,None,1.0
2047,Bangalore,Karnataka,13.036055,77.480139,2023-05-09,20:00,20,Tuesday,0,highway,5,0,rain,medium,18,high,drunk driving,fatal,5,5,0,None,0.65
2054,Bangalore,Karnataka,13.029015,77.407659,2023-12-25,19:00,19,Monday,0,urban,1,0,rain,medium,22,high,weather,major,2,2,1,None,0.6
2057,Bangalore,Karnataka,12.803076,77.672808,2024-05-30,2:00,2,Thursday,0,highway,4,0,rain,low,33,low,distraction,minor,2,1,0,None,0.45
2077,Bangalore,Karnataka,12.974341,77.405414,2023-06-23,21:00,21,Friday,0,rural,4,1,clear,high,40,high,drunk driving,major,4,1,0,None,0.3
2090,Bangalore,Karnataka,12.870847,77.659353,2022-04-25,8:00,8,Monday,0,rural,2,1,clear,high,16,high,overspeeding,minor,5,2,1,None,0.45
2093,Bangalore,Karnataka,13.097608,77.424176,2025-02-26,4:00,4,Wednesday,0,urban,5,0,clear,high,22,low,distraction,minor,3,3,0,None,0.1
2099,Bangalore,Karnataka,13.161421,77.75838,2024-02-13,11:00,11,Tuesday,0,urban,5,0,clear,high,40,high,distraction,major,4,0,0,None,0.3
2101,Bangalore,Karnataka,12.989108,77.76023,2023-10-14,5:00,5,Saturday,1,highway,5,0,rain,low,36,medium,distraction,minor,5,0,0,None,0.45
2102,Bangalore,Karnataka,12.873397,77.529987,2022-04-23,6:00,6,Saturday,1,urban,3,1,rain,medium,17,low,poor road,minor,3,1,0,None,0.25
2110,Bangalore,Karnataka,12.876181,77.630019,2023-07-12,20:00,20,Wednesday,0,highway,2,1,rain,low,39,medium,weather,minor,2,0,0,None,0.45
2128,Bangalore,Karnataka,12.80584,77.427827,2023-05-30,3:00,3,Tuesday,0,urban,5,0,fog,low,37,medium,overspeeding,minor,5,3,0,None,0.45
2130,Bangalore,Karnataka,13.145469,77.495018,2023-05-07,14:00,14,Sunday,1,highway,2,1,rain,low,26,low,poor road,minor,4,1,0,None,0.45
2140,Bangalore,Karnataka,12.824488,77.537974,2023-12-11,10:00,10,Monday,0,rural,5,0,fog,low,31,high,overspeeding,fatal,1,1,1,None,1.0
2161,Bangalore,Karnataka,12.968015,77.70466,2022-09-28,4:00,4,Wednesday,0,rural,1,0,clear,high,29,low,poor road,major,4,3,0,None,0.1
2162,Bangalore,Karnataka,13.114712,77.571573,2022-08-06,22:00,22,Saturday,1,highway,2,0,rain,low,28,medium,distraction,minor,2,2,0,None,0.45
2164,Bangalore,Karnataka,12.801902,77.645813,2025-01-12,12:00,12,Sunday,1,rural,2,1,clear,high,22,medium,drunk driving,minor,5,5,0,None,0.1
2176,Bangalore,Karnataka,13.036642,77.510312,2023-05-02,23:00,23,Tuesday,0,urban,4,0,fog,low,34,low,drunk driving,minor,1,0,0,None,0.45
2180,Bangalore,Karnataka,12.901146,77.750203,2022-03-01,10:00,10,Tuesday,0,rural,3,1,clear,high,15,high,poor road,minor,4,3,1,None,0.45
2190,Bangalore,Karnataka,13.126624,77.780993,2023-04-25,7:00,7,Tuesday,0,rural,6,0,clear,high,37,medium,drunk driving,major,2,2,0,None,0.1
2191,Bangalore,Karnataka,12.817746,77.702156,2023-01-27,2:00,2,Friday,0,rural,6,0,rain,low,17,low,distraction,major,2,1,0,None,0.45
2214,Bangalore,Karnataka,13.159114,77.661456,2025-02-19,6:00,6,Wednesday,0,urban,2,0,rain,medium,36,medium,poor road,minor,5,5,0,None,0.25
2219,Bangalore,Karnataka,13.184863,77.565746,2022-04-28,7:00,7,Thursday,0,rural,2,1,clear,high,40,high,weather,minor,3,3,0,None,0.3
2224,Bangalore,Karnataka,12.831631,77.751714,2022-07-16,6:00,6,Saturday,1,urban,5,1,fog,low,30,low,distraction,minor,4,0,0,None,0.45
2241,Bangalore,Karnataka,13.199088,77.67186,2024-11-18,23:00,23,Monday,0,rural,4,0,rain,low,18,high,poor road,minor,4,2,0,None,0.65
2243,Bangalore,Karnataka,12.974136,77.680693,2024-05-18,12:00,12,Saturday,1,rural,5,1,clear,high,21,high,weather,fatal,5,5,0,None,0.5
2250,Bangalore,Karnataka,13.060812,77.651937,2022-05-03,9:00,9,Tuesday,0,rural,1,1,rain,low,24,high,weather,minor,2,0,1,None,0.8
2257,Bangalore,Karnataka,13.114075,77.414884,2023-08-17,15:00,15,Thursday,0,urban,1,0,clear,high,36,high,weather,minor,1,0,0,None,0.3
2273,Bangalore,Karnataka,13.061509,77.693775,2024-07-04,17:00,17,Thursday,0,urban,4,1,clear,high,37,high,poor road,minor,2,0,1,None,0.45
2275,Bangalore,Karnataka,12.949276,77.418962,2022-04-29,7:00,7,Friday,0,urban,4,0,fog,low,33,low,weather,major,1,0,0,None,0.45
2282,Bangalore,Karnataka,12.805032,77.532585,2023-03-17,19:00,19,Friday,0,urban,4,1,fog,low,39,high,overspeeding,major,1,0,1,None,0.8
2291,Bangalore,Karnataka,13.069008,77.473434,2023-08-21,15:00,15,Monday,0,rural,4,1,fog,low,32,high,drunk driving,major,1,0,0,None,0.65
2293,Bangalore,Karnataka,13.195697,77.793434,2022-11-19,9:00,9,Saturday,1,highway,3,0,rain,medium,20,medium,poor road,minor,3,3,1,None,0.4
2298,Bangalore,Karnataka,13.089661,77.763524,2023-08-16,21:00,21,Wednesday,0,highway,2,1,fog,low,22,medium,weather,minor,2,1,0,None,0.45
2303,Bangalore,Karnataka,13.019302,77.724445,2022-01-16,6:00,6,Sunday,1,highway,3,1,fog,low,28,high,weather,minor,2,1,0,None,0.65
2318,Bangalore,Karnataka,13.104443,77.545311,2023-02-28,12:00,12,Tuesday,0,highway,3,0,clear,high,26,low,overspeeding,minor,5,5,0,None,0.1
2330,Bangalore,Karnataka,13.166227,77.529833,2024-03-28,14:00,14,Thursday,0,urban,6,1,fog,low,30,low,drunk driving,minor,1,1,0,None,0.45
2331,Bangalore,Karnataka,13.186541,77.438832,2025-03-14,1:00,1,Friday,0,highway,3,0,clear,high,18,low,poor road,minor,1,1,0,None,0.1
2337,Bangalore,Karnataka,13.073582,77.529451,2024-02-05,22:00,22,Monday,0,rural,6,0,fog,low,19,medium,overspeeding,minor,1,0,0,None,0.45
2344,Bangalore,Karnataka,13.053498,77.672485,2024-11-10,5:00,5,Sunday,1,rural,2,0,fog,low,26,low,weather,major,4,1,0,None,0.45
2351,Bangalore,Karnataka,13.090796,77.691677,2023-09-26,2:00,2,Tuesday,0,highway,3,1,fog,low,39,low,drunk driving,fatal,5,5,0,None,0.65
2355,Bangalore,Karnataka,13.114118,77.601727,2024-09-13,22:00,22,Friday,0,rural,2,1,fog,low,33,low,weather,minor,4,3,0,None,0.45
2356,Bangalore,Karnataka,13.129211,77.410106,2023-02-26,10:00,10,Sunday,1,rural,3,0,clear,high,15,high,drunk driving,fatal,2,2,1,None,0.65
2360,Bangalore,Karnataka,13.116634,77.543059,2024-01-02,7:00,7,Tuesday,0,highway,1,1,fog,low,31,medium,distraction,fatal,3,3,0,None,0.65
2361,Bangalore,Karnataka,12.963067,77.578796,2022-04-28,19:00,19,Thursday,0,urban,3,0,fog,low,23,medium,weather,minor,3,0,1,None,0.6
2363,Bangalore,Karnataka,13.090045,77.742523,2024-07-22,3:00,3,Monday,0,urban,3,1,rain,low,20,low,weather,fatal,2,2,0,None,0.65
2376,Bangalore,Karnataka,13.002036,77.450967,2022-12-26,3:00,3,Monday,0,urban,6,0,fog,low,22,low,distraction,major,3,0,0,None,0.45
2377,Bangalore,Karnataka,12.812412,77.553111,2024-04-15,9:00,9,Monday,0,highway,4,1,rain,low,17,medium,poor road,minor,5,5,1,None,0.6
2385,Bangalore,Karnataka,13.080389,77.508998,2022-02-25,20:00,20,Friday,0,urban,4,0,fog,low,33,low,overspeeding,major,1,1,0,None,0.45
2390,Bangalore,Karnataka,13.041238,77.705486,2025-01-07,0:00,0,Tuesday,0,rural,6,1,fog,low,30,low,drunk driving,minor,5,2,0,None,0.45
2420,Bangalore,Karnataka,12.95065,77.742767,2024-09-23,9:00,9,Monday,0,urban,3,1,fog,low,27,high,distraction,minor,3,2,1,None,0.8
2429,Bangalore,Karnataka,12.822812,77.628806,2023-09-18,18:00,18,Monday,0,urban,6,1,fog,low,22,medium,drunk driving,major,3,1,1,None,0.6
2439,Bangalore,Karnataka,13.027955,77.799311,2023-12-23,14:00,14,Saturday,1,highway,5,1,fog,low,18,low,poor road,major,2,1,0,None,0.45
2441,Bangalore,Karnataka,13.140256,77.705993,2022-11-30,11:00,11,Wednesday,0,rural,3,1,fog,low,18,low,poor road,major,3,0,0,None,0.45
2442,Bangalore,Karnataka,12.926629,77.669992,2023-01-31,3:00,3,Tuesday,0,rural,2,0,clear,high,19,low,overspeeding,minor,3,3,0,None,0.1
2455,Bangalore,Karnataka,12.857811,77.522025,2022-03-31,8:00,8,Thursday,0,rural,4,0,fog,low,33,medium,poor road,minor,2,1,1,None,0.6
2465,Bangalore,Karnataka,13.194213,77.587702,2022-12-01,14:00,14,Thursday,0,rural,6,1,fog,low,18,medium,weather,major,3,1,0,None,0.45
2469,Bangalore,Karnataka,13.167021,77.585145,2022-06-12,12:00,12,Sunday,1,highway,5,1,fog,low,15,high,weather,fatal,4,4,0,None,0.85
2472,Bangalore,Karnataka,13.161883,77.567184,2024-08-02,14:00,14,Friday,0,highway,3,0,rain,medium,20,high,overspeeding,minor,3,0,0,None,0.45
2478,Bangalore,Karnataka,12.980551,77.406455,2024-12-11,2:00,2,Wednesday,0,rural,2,0,fog,low,15,low,poor road,minor,1,1,0,None,0.45
2512,Bangalore,Karnataka,12.953362,77.718687,2022-05-03,12:00,12,Tuesday,0,urban,3,1,fog,low,19,low,overspeeding,major,3,3,0,None,0.45
2514,Bangalore,Karnataka,13.123873,77.774475,2022-09-19,16:00,16,Monday,0,highway,2,1,fog,low,21,medium,poor road,minor,4,1,0,None,0.45
2518,Bangalore,Karnataka,12.851183,77.626694,2022-11-02,13:00,13,Wednesday,0,urban,6,0,clear,high,21,low,drunk driving,major,3,3,0,None,0.1
2527,Bangalore,Karnataka,13.174605,77.527079,2023-06-15,10:00,10,Thursday,0,highway,4,1,fog,low,27,high,poor road,fatal,2,2,1,None,1.0
2540,Bangalore,Karnataka,13.104676,77.798323,2022-03-31,14:00,14,Thursday,0,urban,5,1,clear,high,38,low,overspeeding,major,2,1,0,None,0.1
2545,Bangalore,Karnataka,13.015335,77.772731,2023-04-15,15:00,15,Saturday,1,rural,4,1,clear,high,18,low,drunk driving,minor,4,1,0,None,0.1
2557,Bangalore,Karnataka,13.047973,77.607737,2023-12-19,23:00,23,Tuesday,0,highway,6,1,clear,high,29,low,poor road,minor,3,2,0,None,0.1
2558,Bangalore,Karnataka,12.873847,77.670829,2023-02-23,13:00,13,Thursday,0,rural,2,1,rain,medium,29,high,drunk driving,major,3,2,0,None,0.45
2568,Bangalore,Karnataka,13.093945,77.661652,2025-02-09,2:00,2,Sunday,1,highway,6,1,rain,low,15,low,overspeeding,minor,1,0,0,None,0.45
2573,Bangalore,Karnataka,12.838498,77.601657,2023-05-06,11:00,11,Saturday,1,rural,2,1,clear,high,23,low,overspeeding,minor,4,4,0,None,0.1
2574,Bangalore,Karnataka,12.858371,77.745473,2024-09-08,8:00,8,Sunday,1,rural,3,1,clear,high,17,low,distraction,minor,2,0,1,None,0.25
2578,Bangalore,Karnataka,13.146777,77.771412,2023-09-19,13:00,13,Tuesday,0,rural,1,0,fog,low,21,high,overspeeding,major,1,0,0,None,0.65
2579,Bangalore,Karnataka,12.838911,77.780719,2024-02-25,4:00,4,Sunday,1,urban,6,0,rain,low,22,medium,poor road,fatal,4,4,0,None,0.65
2590,Bangalore,Karnataka,12.953016,77.611851,2024-01-23,23:00,23,Tuesday,0,rural,2,1,rain,medium,22,low,distraction,minor,4,3,0,None,0.25
2592,Bangalore,Karnataka,12.931818,77.484815,2024-05-01,18:00,18,Wednesday,0,rural,1,1,fog,low,35,high,drunk driving,major,1,0,1,None,0.8
2601,Bangalore,Karnataka,13.133702,77.480667,2024-02-04,20:00,20,Sunday,1,rural,4,0,rain,medium,22,high,weather,fatal,5,5,0,None,0.65
2608,Bangalore,Karnataka,13.089761,77.73514,2023-05-07,11:00,11,Sunday,1,highway,6,0,clear,high,18,medium,drunk driving,minor,2,0,0,None,0.1
2609,Bangalore,Karnataka,12.866162,77.650932,2022-03-31,10:00,10,Thursday,0,urban,2,0,rain,medium,33,high,poor road,major,1,0,1,None,0.6
2611,Bangalore,Karnataka,13.150254,77.793809,2022-05-14,17:00,17,Saturday,1,urban,1,1,rain,medium,25,medium,weather,major,5,2,1,None,0.4
2618,Bangalore,Karnataka,12.819785,77.611732,2022-05-07,14:00,14,Saturday,1,highway,2,0,rain,low,32,low,poor road,fatal,5,5,0,None,0.65
2630,Bangalore,Karnataka,12.948275,77.418699,2024-04-07,21:00,21,Sunday,1,rural,3,0,fog,low,29,low,weather,minor,3,0,0,None,0.45
2634,Bangalore,Karnataka,13.093335,77.58998,2022-11-16,16:00,16,Wednesday,0,rural,6,0,fog,low,24,medium,distraction,minor,1,0,0,None,0.45
2638,Bangalore,Karnataka,13.020245,77.544172,2023-03-31,16:00,16,Friday,0,highway,1,0,fog,low,36,low,poor road,major,1,0,0,None,0.45
2639,Bangalore,Karnataka,12.997932,77.7381,2023-10-05,1:00,1,Thursday,0,rural,6,0,clear,high,39,high,overspeeding,minor,5,3,0,None,0.3
2645,Bangalore,Karnataka,13.156199,77.539567,2023-05-28,8:00,8,Sunday,1,urban,3,0,fog,low,28,high,drunk driving,major,1,0,1,None,0.8
2669,Bangalore,Karnataka,13.181856,77.476207,2024-10-15,18:00,18,Tuesday,0,urban,4,0,clear,high,36,high,drunk driving,major,1,0,1,None,0.45
2681,Bangalore,Karnataka,12.872735,77.616982,2023-09-23,11:00,11,Saturday,1,rural,5,0,rain,low,28,low,drunk driving,fatal,4,4,0,None,0.65
